number_of_qubits,number_of_classical_bits,depth,width,total_operations,single_qubit_gates,two_qubit_gates,three_qubit_gates,measurement_gates,parameterized_gates,entangling_gates,gate_ccx,gate_cp,gate_cx,gate_cz,gate_h,gate_measure,gate_rx,gate_ry,gate_rz,gate_s,gate_sdg,gate_swap,gate_sx,gate_t,gate_x,gate_y,gate_z
4,4,60,8,191,141,43,3,4,59,46,3,12,8,10,14,4,15,16,16,15,0,13,12,15,13,16,9
7,7,46,14,209,134,59,9,7,70,68,9,22,14,13,14,7,15,13,20,15,0,10,8,15,8,12,14
6,6,46,12,207,139,55,7,6,62,62,7,28,5,12,18,6,13,9,12,9,0,10,16,9,21,16,16
2,2,27,4,43,36,5,0,2,13,5,0,1,2,2,2,2,6,3,3,6,0,0,5,2,3,4,2
8,8,51,16,128,80,40,0,8,80,40,0,0,40,0,0,8,0,40,40,0,0,0,0,0,0,0,0
5,5,30,10,90,35,40,10,5,20,50,10,10,9,13,0,5,2,3,5,7,0,8,5,5,1,3,4
8,8,31,16,80,48,24,0,8,48,24,0,0,24,0,0,8,0,24,24,0,0,0,0,0,0,0,0
12,12,24,24,199,118,55,14,12,49,69,14,20,19,9,16,12,11,10,8,16,0,7,15,8,11,8,15
11,11,26,22,215,142,53,9,11,47,62,9,14,12,10,16,11,9,10,14,18,0,17,18,20,12,9,16
3,3,39,6,74,35,29,7,3,13,36,7,9,9,6,4,3,0,3,1,7,0,5,3,4,2,5,6
7,7,45,14,205,130,62,6,7,52,68,6,19,22,11,17,7,14,10,9,11,0,10,12,11,15,14,17
5,5,23,10,89,63,19,2,5,19,21,2,0,5,5,8,5,7,7,5,7,0,9,7,5,4,5,8
10,10,7,20,55,30,15,0,10,13,15,0,3,6,3,2,10,3,3,4,6,0,3,4,1,2,1,4
2,2,40,4,67,52,13,0,2,52,13,0,0,13,0,0,2,0,26,26,0,0,0,0,0,0,0,0
3,3,6,6,14,8,2,1,3,1,3,1,0,0,2,1,3,0,1,0,1,0,0,1,0,2,1,1
10,10,38,20,212,123,71,8,10,61,79,8,15,22,9,17,10,16,12,18,7,0,25,12,13,6,10,12
9,9,20,18,137,85,43,0,9,0,43,0,0,13,11,10,9,0,0,0,10,12,19,12,0,16,9,16
7,7,12,14,64,39,16,2,7,15,18,2,4,4,2,4,7,3,4,4,4,0,6,3,3,5,6,3
3,3,56,6,102,66,33,0,3,66,33,0,0,33,0,0,3,0,33,33,0,0,0,0,0,0,0,0
8,8,30,16,174,112,46,8,8,48,54,8,14,11,14,14,8,11,8,15,8,0,7,16,8,10,8,14
9,9,37,18,195,119,60,7,9,49,67,7,17,17,16,13,9,13,10,9,6,0,10,16,12,12,16,12
6,6,50,12,203,131,60,6,6,48,66,6,11,17,14,17,6,11,12,14,9,0,18,16,16,15,13,8
11,11,26,22,209,134,57,7,11,50,64,7,8,19,16,18,11,18,13,11,12,0,14,15,15,11,10,11
8,8,24,16,145,95,37,5,8,42,42,5,9,9,10,10,8,11,10,12,9,0,9,13,13,6,5,6
10,10,36,20,211,140,54,7,10,37,61,7,12,16,12,24,10,4,13,8,15,0,14,17,18,11,20,10
7,7,28,14,149,95,47,0,7,0,47,0,0,19,16,13,7,0,0,0,12,15,12,19,0,10,13,13
7,7,26,14,127,70,45,5,7,38,50,5,15,14,6,6,7,9,4,10,9,0,10,5,7,6,8,6
5,5,8,10,17,6,6,0,5,3,6,0,1,2,2,0,5,0,0,2,2,0,1,1,1,0,0,0
10,10,10,20,76,47,14,5,10,19,19,5,5,2,3,3,10,4,4,6,3,0,4,5,5,8,4,5
9,9,13,18,89,52,28,0,9,0,28,0,0,4,17,13,9,0,0,0,9,12,7,7,0,5,5,1
10,10,28,20,217,151,49,7,10,55,56,7,7,13,10,14,10,17,20,11,19,0,19,16,14,15,11,14
3,3,23,6,58,46,9,0,3,17,9,0,2,1,1,5,3,6,3,6,7,0,5,3,2,5,6,3
7,7,37,14,91,56,28,0,7,56,28,0,0,28,0,0,7,0,28,28,0,0,0,0,0,0,0,0
4,4,54,8,168,121,38,5,4,43,43,5,8,12,6,12,4,7,12,16,8,0,12,16,18,8,11,13
5,5,10,10,29,18,6,0,5,10,6,0,1,2,3,0,5,4,3,2,3,0,0,2,3,0,1,0
4,4,11,8,34,22,6,2,4,10,8,2,5,1,0,3,4,2,1,2,2,0,0,0,0,6,0,6
12,12,31,24,163,102,43,6,12,45,49,6,9,10,15,10,12,8,13,15,6,0,9,10,11,11,10,8
4,4,51,8,160,116,36,4,4,37,40,4,11,12,9,12,4,8,9,9,13,0,4,10,14,14,18,9
10,10,28,20,213,148,43,12,10,64,55,12,14,6,10,15,10,14,21,15,18,0,13,11,17,15,10,12
11,11,11,22,91,53,24,3,11,26,27,3,9,7,5,6,11,3,7,7,7,0,3,4,4,7,3,5
9,9,32,18,168,50,98,11,9,44,109,11,30,21,26,6,9,4,7,3,5,0,21,4,4,8,4,5
2,2,15,4,26,20,4,0,2,6,4,0,2,1,1,5,2,1,2,1,1,0,0,3,1,2,1,3
12,12,24,24,214,128,74,0,12,0,74,0,0,21,23,18,12,0,0,0,21,11,30,16,0,28,16,18
9,9,30,18,201,131,53,8,9,58,61,8,17,11,9,15,9,10,9,22,14,0,16,12,12,13,16,8
9,9,17,18,72,44,18,1,9,14,19,1,4,8,3,5,9,1,5,4,6,0,3,5,4,4,8,2
11,11,14,22,111,61,35,4,11,26,39,4,11,7,9,8,11,3,9,3,9,0,8,5,3,7,5,9
10,10,85,20,220,140,70,0,10,140,70,0,0,70,0,0,10,0,70,70,0,0,0,0,0,0,0,0
9,9,34,18,204,105,78,12,9,58,90,12,28,21,15,8,9,12,8,10,10,0,14,16,10,9,15,7
9,9,6,18,42,22,10,1,9,14,11,1,4,4,0,1,9,3,2,5,3,0,2,1,1,2,3,1
2,2,20,4,30,18,10,0,2,0,10,0,0,1,7,1,2,0,0,0,3,3,2,3,0,3,0,5
6,6,36,12,206,191,8,1,6,163,9,1,5,2,1,5,6,56,50,52,4,0,0,0,9,5,5,5
12,12,20,24,182,120,42,8,12,48,50,8,11,12,10,12,12,11,18,8,11,0,9,13,14,10,14,9
7,7,43,14,197,131,50,9,7,56,59,9,16,20,7,14,7,15,13,12,16,0,7,17,13,14,11,6
7,7,40,14,124,75,41,1,7,39,42,1,18,8,10,6,7,6,11,4,11,0,5,9,3,7,10,8
5,5,47,10,161,106,47,3,5,53,50,3,24,5,11,10,5,13,11,5,16,0,7,12,7,12,10,10
11,11,19,22,125,37,70,7,11,30,77,7,18,15,16,2,11,4,3,5,6,0,21,2,3,4,5,3
8,8,35,16,209,130,71,0,8,0,71,0,0,19,32,15,8,0,0,0,15,20,20,16,0,21,23,20
8,8,36,16,167,55,87,17,8,49,104,17,28,21,19,3,8,8,8,5,2,0,19,6,6,4,9,4
11,11,26,22,211,138,49,13,11,54,62,13,17,11,12,17,11,8,15,14,19,0,9,14,15,14,12,10
9,9,23,18,156,96,51,0,9,0,51,0,0,16,13,17,9,0,0,0,14,15,22,15,0,6,15,14
2,2,49,4,81,62,17,0,2,24,17,0,4,5,4,5,2,9,6,5,3,0,4,8,7,4,6,9
12,12,7,24,43,20,10,1,12,6,11,1,1,4,3,1,12,0,3,2,6,0,2,2,2,1,1,2
12,12,38,24,215,95,107,1,12,97,108,1,76,10,8,21,12,6,7,8,14,0,13,8,7,8,8,8
7,7,7,14,41,26,8,0,7,10,8,0,0,2,3,4,7,3,1,6,2,0,3,0,2,5,3,0
3,3,31,6,79,65,10,1,3,19,11,1,0,5,3,7,3,6,4,9,6,0,2,6,4,9,7,7
7,7,28,14,70,42,21,0,7,42,21,0,0,21,0,0,7,0,21,21,0,0,0,0,0,0,0,0
6,6,26,12,118,79,28,5,6,31,33,5,7,5,5,8,6,11,6,7,5,0,11,10,11,11,5,5
8,8,6,16,37,18,11,0,8,0,11,0,0,5,3,4,8,0,0,0,1,2,3,1,0,2,3,5
7,7,43,14,209,124,64,14,7,62,78,14,22,17,12,15,7,15,13,12,18,0,13,10,16,5,10,10
4,4,8,8,24,13,6,1,4,7,7,1,0,4,0,0,4,3,3,1,1,0,2,1,1,0,1,2
12,12,11,24,124,104,8,0,12,92,8,0,6,1,1,5,12,30,25,31,2,0,0,1,1,6,0,3
7,7,40,14,209,131,71,0,7,0,71,0,0,17,31,16,7,0,0,0,17,17,23,22,0,18,21,20
2,2,48,4,80,62,16,0,2,25,16,0,7,3,2,8,2,5,7,6,7,0,4,8,7,1,3,10
8,8,36,16,211,135,63,5,8,46,68,5,17,17,12,22,8,11,10,8,7,0,17,22,7,19,18,11
11,11,29,22,215,110,84,10,11,51,94,10,23,27,19,9,11,9,9,10,13,0,15,9,9,13,12,17
8,8,6,16,29,5,13,3,8,5,16,3,4,5,2,0,8,1,0,0,0,0,2,0,1,0,1,2
8,8,91,16,224,144,72,0,8,144,72,0,0,72,0,0,8,0,72,72,0,0,0,0,0,0,0,0
12,12,10,24,87,50,23,2,12,21,25,2,7,8,5,10,12,6,5,3,7,0,3,4,5,4,3,3
3,3,60,6,114,57,42,12,3,33,54,12,12,8,8,8,3,11,8,2,4,0,14,8,3,4,8,1
4,4,48,8,143,97,37,5,4,28,42,5,5,12,5,15,4,7,8,8,8,0,15,11,8,10,15,7
8,8,14,16,80,44,24,4,8,21,28,4,8,5,7,8,8,5,3,5,4,0,4,1,4,5,2,7
10,10,37,20,100,60,30,0,10,60,30,0,0,30,0,0,10,0,30,30,0,0,0,0,0,0,0,0
2,2,32,4,54,42,10,0,2,14,10,0,1,0,3,1,2,7,3,3,10,0,6,5,8,0,2,3
10,10,18,20,133,84,31,8,10,29,39,8,4,6,8,6,10,10,9,6,10,0,13,9,9,12,6,7
6,6,39,12,209,179,23,1,6,173,24,1,19,1,1,6,6,39,58,57,6,0,2,2,3,4,1,3
4,4,36,8,110,84,22,0,4,38,22,0,9,3,4,12,4,8,11,10,6,0,6,10,2,11,7,7
3,3,10,6,16,6,7,0,3,5,7,0,5,0,1,3,3,0,0,0,0,0,1,1,1,0,0,1
3,3,54,6,127,90,33,1,3,35,34,1,8,11,7,8,3,14,7,6,6,0,7,15,7,8,15,4
2,2,49,4,94,88,4,0,2,80,4,0,4,0,0,4,2,27,20,29,3,0,0,0,1,1,1,2
10,10,11,20,76,38,27,1,10,17,28,1,3,12,8,9,10,5,5,4,3,0,4,0,2,3,3,4
8,8,28,16,105,63,29,5,8,33,34,5,9,8,9,3,8,8,8,8,2,0,3,6,6,5,11,6
5,5,50,10,191,131,51,4,5,54,55,4,15,11,16,16,5,11,14,14,13,0,9,13,16,11,11,12
6,6,15,12,38,10,22,0,6,17,22,0,15,1,1,6,6,1,1,0,1,0,5,1,0,0,0,0
4,4,4,8,14,9,0,1,4,1,1,1,0,0,0,0,4,0,0,1,1,0,0,3,0,0,3,1
3,3,12,6,21,11,6,1,3,4,7,1,3,0,1,5,3,0,1,0,0,0,2,1,1,0,1,2
2,2,23,4,36,25,9,0,2,9,9,0,5,2,1,4,2,2,1,1,4,0,1,2,2,6,1,2
2,2,34,4,57,44,11,0,2,44,11,0,0,11,0,0,2,0,22,22,0,0,0,0,0,0,0,0
5,5,45,10,207,184,18,0,5,165,18,0,17,0,0,5,5,36,50,62,11,0,1,3,5,2,7,3
7,7,35,14,184,124,45,8,7,62,53,8,13,11,15,9,7,16,15,18,8,0,6,21,9,7,10,11
3,3,34,6,69,43,20,3,3,22,23,3,9,2,4,6,3,5,6,2,8,0,5,4,3,1,4,4
5,5,9,10,36,23,7,1,5,5,8,1,1,1,3,2,5,0,1,3,0,0,2,4,4,4,3,2
2,2,33,4,49,30,17,0,2,17,17,0,8,5,1,5,2,2,4,3,5,0,3,0,3,3,4,1
5,5,4,10,16,10,1,0,5,2,1,0,0,0,1,2,5,0,0,2,0,0,0,0,1,1,2,2
2,2,19,4,37,34,1,0,2,28,1,0,1,0,0,1,2,11,7,9,1,0,0,1,0,0,3,1
5,5,47,10,178,124,44,5,5,60,49,5,15,12,11,10,5,15,15,15,12,0,6,14,7,14,11,11
4,4,16,8,50,32,14,0,4,0,14,0,0,2,3,4,4,0,0,0,7,6,9,4,0,1,5,5
7,7,9,14,44,19,17,1,7,8,18,1,3,5,5,0,7,2,2,1,0,0,4,5,0,7,1,1
2,2,49,4,82,64,16,0,2,64,16,0,0,16,0,0,2,0,32,32,0,0,0,0,0,0,0,0
10,10,29,20,203,121,57,15,10,54,72,15,18,13,8,10,10,17,13,6,13,0,18,16,13,11,14,8
8,8,32,16,145,39,85,13,8,50,98,13,35,14,15,3,8,5,3,7,3,0,21,2,5,7,3,1
4,4,19,8,58,39,12,3,4,15,15,3,3,7,0,4,4,2,4,6,6,0,2,3,4,3,1,6
6,6,38,12,168,112,40,10,6,47,50,10,12,14,10,13,6,11,9,15,5,0,4,13,11,8,15,12
9,9,7,18,48,26,11,2,9,10,13,2,2,3,3,1,9,4,2,2,2,0,3,2,2,3,7,1
12,12,32,24,212,55,118,27,12,54,145,27,37,32,22,2,12,9,5,3,3,0,27,11,7,2,7,6
6,6,46,12,209,142,55,6,6,56,61,6,13,18,7,19,6,12,12,19,15,0,17,12,12,10,15,16
12,12,9,24,83,49,19,3,12,24,22,3,5,6,6,5,12,6,7,6,3,0,2,3,6,5,2,6
5,5,32,10,98,36,52,5,5,27,57,5,15,14,11,2,5,4,3,5,4,0,12,4,1,2,5,6
5,5,10,10,43,32,5,1,5,6,6,1,1,0,2,4,5,1,1,3,3,0,2,3,3,5,2,7
9,9,23,18,157,101,44,3,9,44,47,3,13,15,9,15,9,10,8,13,6,0,7,8,12,6,16,7
7,7,44,14,212,151,48,6,7,67,54,6,20,14,5,18,7,11,22,14,16,0,9,5,17,10,17,21
6,6,25,12,85,60,14,5,6,27,19,5,3,3,5,6,6,6,7,11,3,0,3,6,4,7,5,5
3,3,20,6,45,29,11,2,3,8,13,2,2,2,3,2,3,1,4,1,7,0,4,4,4,2,3,1
11,11,7,22,48,12,21,4,11,9,25,4,4,4,7,0,11,2,1,2,5,0,6,1,0,0,0,1
4,4,61,8,124,80,40,0,4,80,40,0,0,40,0,0,4,0,40,40,0,0,0,0,0,0,0,0
7,7,53,14,209,63,116,23,7,55,139,23,34,31,29,6,7,9,4,8,7,0,22,5,12,4,5,3
9,9,32,18,213,145,48,11,9,51,59,11,10,14,10,19,9,17,12,12,11,0,14,13,14,18,19,10
5,5,8,10,30,15,10,0,5,13,10,0,4,1,2,1,5,6,1,2,1,0,3,2,0,0,1,1
8,8,29,16,175,115,47,5,8,39,52,5,9,8,17,13,8,10,9,11,9,0,13,9,13,14,13,14
6,6,5,12,20,10,4,0,6,3,4,0,1,1,1,3,6,1,0,1,2,0,1,0,0,2,1,0
5,5,47,10,174,118,41,10,5,43,51,10,14,13,7,13,5,9,9,11,14,0,7,10,12,12,12,16
4,4,50,8,157,113,37,3,4,48,40,3,7,10,9,12,4,11,12,18,10,0,11,11,14,10,9,6
4,4,27,8,87,66,13,4,4,22,17,4,5,1,2,4,4,4,7,6,7,0,5,10,3,11,9,5
7,7,14,14,47,25,15,0,7,11,15,0,2,10,2,2,7,4,3,2,1,0,1,2,4,2,1,4
6,6,33,12,115,35,65,9,6,33,74,9,22,14,13,8,6,5,3,3,4,0,16,3,2,4,3,0
9,9,32,18,215,141,57,8,9,54,65,8,17,10,16,23,9,7,14,16,18,0,14,10,11,17,13,12
5,5,41,10,138,86,43,4,5,42,47,4,11,17,11,9,5,12,14,5,5,0,4,11,5,8,6,11
10,10,31,20,212,120,66,16,10,55,82,16,15,9,20,12,10,16,8,16,10,0,22,12,11,10,16,9
12,12,32,24,214,52,130,20,12,54,150,20,40,36,24,5,12,8,3,3,6,0,30,6,8,4,3,6
2,2,48,4,60,22,36,0,2,17,36,0,11,10,7,2,2,2,3,1,5,0,8,2,1,4,1,1
12,12,31,24,215,65,119,19,12,62,138,19,38,30,21,6,12,8,9,7,6,0,30,3,10,4,5,7
7,7,4,14,23,12,3,1,7,5,4,1,0,2,0,2,7,2,2,1,1,0,1,1,0,1,2,0
8,8,23,16,132,80,36,8,8,42,44,8,11,13,6,5,8,9,12,10,4,0,6,4,8,5,14,9
6,6,18,12,80,49,22,3,6,18,25,3,7,3,6,2,6,3,6,2,3,0,6,9,4,7,5,8
6,6,20,12,65,34,25,0,6,27,25,0,17,3,1,6,6,4,4,2,4,0,4,1,4,2,2,5
10,10,25,20,172,94,58,10,10,50,68,10,22,13,12,9,10,12,6,10,7,0,11,13,13,6,7,11
8,8,11,16,80,65,6,1,8,61,7,1,4,1,0,0,8,21,18,18,2,0,1,0,2,2,0,2
4,4,59,8,182,127,48,3,4,51,51,3,12,11,17,9,4,9,16,14,10,0,8,15,13,18,11,12
3,3,42,6,100,74,20,3,3,28,23,3,4,7,2,7,3,9,8,7,7,0,7,9,6,12,5,4
10,10,9,20,68,36,22,0,10,0,22,0,0,10,6,3,10,0,0,0,0,11,6,8,0,4,3,7
7,7,5,14,26,11,7,1,7,4,8,1,2,2,3,2,7,0,2,0,1,0,0,1,1,1,1,2
9,9,35,18,212,112,79,12,9,57,91,12,18,24,18,9,9,9,15,15,11,0,19,12,10,12,9,10
10,10,36,20,211,69,115,17,10,63,132,17,40,22,27,8,10,9,4,10,11,0,26,2,8,6,5,6
12,12,5,24,41,11,17,1,12,7,18,1,3,5,5,2,12,0,0,4,1,0,4,1,0,2,1,0
6,6,47,12,207,135,57,9,6,65,66,9,13,19,16,15,6,15,17,20,11,0,9,14,14,5,8,16
5,5,8,10,28,12,10,1,5,6,11,1,2,1,4,3,5,2,1,1,0,0,3,0,2,2,0,1
5,5,26,10,79,30,37,7,5,22,44,7,12,6,8,2,5,2,3,5,0,0,11,5,6,2,2,3
12,12,12,24,109,64,31,2,12,28,33,2,11,10,5,9,12,5,9,3,6,0,5,10,10,6,2,4
7,7,25,14,104,34,55,8,7,26,63,8,17,17,12,3,7,5,2,2,4,0,9,1,3,7,2,5
12,12,24,24,215,140,59,4,12,43,63,4,14,17,10,21,12,13,5,11,15,0,18,17,19,20,8,11
9,9,42,18,175,120,39,7,9,47,46,7,15,7,9,12,9,11,16,5,11,0,8,11,19,11,15,9
6,6,27,12,125,82,37,0,6,0,37,0,0,10,11,15,6,0,0,0,14,9,16,16,0,13,8,7
5,5,4,10,14,6,3,0,5,2,3,0,0,2,1,3,5,1,0,1,0,0,0,0,1,0,0,0
9,9,31,18,213,143,56,5,9,57,61,5,19,18,13,14,9,14,10,14,10,0,6,17,19,16,16,13
11,11,35,22,215,57,124,23,11,49,147,23,34,37,30,7,11,7,4,4,3,0,23,10,6,4,9,3
10,10,24,20,179,114,49,6,10,39,55,6,11,11,11,15,10,11,7,10,11,0,16,13,12,11,10,14
4,4,52,8,162,114,42,2,4,56,44,2,18,8,6,13,4,13,9,16,10,0,10,12,15,5,11,10
12,12,71,24,192,120,60,0,12,120,60,0,0,60,0,0,12,0,60,60,0,0,0,0,0,0,0,0
10,10,5,20,28,16,1,1,10,3,2,1,0,0,1,1,10,0,1,2,1,0,0,2,2,2,1,4
8,8,8,16,30,14,7,1,8,3,8,1,1,2,1,1,8,1,0,1,3,0,3,1,3,1,1,2
2,2,58,4,97,76,19,0,2,76,19,0,0,19,0,0,2,0,38,38,0,0,0,0,0,0,0,0
3,3,7,6,15,8,2,2,3,5,4,2,2,0,0,1,3,0,0,3,0,0,0,0,1,1,0,2
6,6,24,12,85,50,29,0,6,28,29,0,19,2,2,10,6,5,1,3,5,0,6,4,6,3,6,7
9,9,31,18,210,137,59,5,9,71,64,5,25,10,14,21,9,16,21,9,18,0,10,13,8,8,9,14
7,7,22,14,115,69,39,0,7,0,39,0,0,15,11,9,7,0,0,0,12,8,13,12,0,9,7,12
7,7,47,14,208,130,64,7,7,72,71,7,34,9,9,24,7,19,11,8,7,0,12,15,13,16,6,11
11,11,27,22,217,137,64,5,11,55,69,5,16,21,10,13,11,13,16,10,12,0,17,11,19,16,14,13
12,12,28,24,195,63,99,21,12,43,120,21,25,25,20,4,12,8,3,7,8,0,29,4,5,9,7,8
5,5,57,10,125,80,40,0,5,80,40,0,0,40,0,0,5,0,40,40,0,0,0,0,0,0,0,0
3,3,26,6,60,40,16,1,3,20,17,1,7,3,4,1,3,1,6,6,3,0,2,2,5,3,4,9
7,7,91,14,217,140,70,0,7,140,70,0,0,70,0,0,7,0,70,70,0,0,0,0,0,0,0,0
10,10,30,20,204,113,66,15,10,46,81,15,13,20,17,13,10,7,13,13,4,0,16,7,21,13,7,15
8,8,7,16,43,25,7,3,8,10,10,3,3,1,0,2,8,3,3,1,3,0,3,2,2,3,3,3
7,7,28,14,153,105,39,2,7,33,41,2,10,7,11,11,7,7,7,9,15,0,11,6,14,15,9,12
7,7,40,14,208,136,58,7,7,65,65,7,20,19,7,14,7,14,15,16,15,0,12,10,18,11,11,12
9,9,18,18,96,28,52,7,9,29,59,7,19,11,7,3,9,1,6,3,1,0,15,1,1,3,4,5
2,2,14,4,23,16,5,0,2,8,5,0,3,0,0,0,2,3,2,0,0,0,2,3,3,2,1,2
10,10,28,20,215,146,53,6,10,63,59,6,17,8,11,14,10,16,18,12,16,0,17,20,12,11,15,12
6,6,36,12,167,115,43,3,6,50,46,3,19,5,9,12,6,10,9,12,14,0,10,12,10,14,12,10
8,8,91,16,224,144,72,0,8,144,72,0,0,72,0,0,8,0,72,72,0,0,0,0,0,0,0,0
5,5,30,10,115,75,35,0,5,0,35,0,0,13,11,6,5,0,0,0,10,14,11,18,0,3,9,15
10,10,28,20,216,143,62,1,10,54,63,1,13,18,16,9,10,16,12,13,14,0,15,17,22,11,18,11
10,10,27,20,210,149,42,9,10,66,51,9,15,7,11,13,10,15,27,9,9,0,9,16,21,13,15,11
5,5,34,10,79,54,15,5,5,20,20,5,5,3,3,8,5,6,6,3,5,0,4,6,3,10,0,7
12,12,6,24,56,30,12,2,12,7,14,2,2,2,6,3,12,2,2,1,2,0,2,3,7,4,1,5
2,2,7,4,12,8,2,0,2,3,2,0,2,0,0,0,2,1,0,0,2,0,0,1,1,0,3,0
3,3,35,6,79,51,24,1,3,23,25,1,6,2,7,4,3,6,7,4,2,0,9,5,5,8,3,7
6,6,42,12,191,124,61,0,6,0,61,0,0,21,17,12,6,0,0,0,24,17,23,15,0,20,18,18
5,5,19,10,54,30,18,1,5,18,19,1,12,1,1,6,5,5,0,1,1,0,4,2,3,1,1,10
5,5,15,10,59,39,14,1,5,16,15,1,4,4,3,6,5,2,4,6,3,0,3,3,3,3,5,4
2,2,60,4,115,108,5,0,2,94,5,0,4,1,0,2,2,36,27,27,3,0,0,2,3,2,4,2
7,7,40,14,211,143,53,8,7,64,61,8,17,13,11,9,7,21,15,11,9,0,12,15,19,14,9,21
11,11,21,22,154,75,59,9,11,43,68,9,18,8,14,13,11,7,7,11,7,0,19,8,1,6,7,8
3,3,59,6,129,84,36,6,3,43,42,6,15,8,7,8,3,8,10,10,7,0,6,10,7,11,7,6
6,6,20,12,61,27,27,1,6,20,28,1,17,3,1,7,6,0,3,0,4,0,6,1,2,3,3,4
3,3,9,6,21,14,4,0,3,6,4,0,2,1,1,3,3,1,3,0,1,0,0,2,2,0,2,0
10,10,28,20,216,142,64,0,10,0,64,0,0,22,27,18,10,0,0,0,20,20,15,19,0,20,21,24
4,4,73,8,148,96,48,0,4,96,48,0,0,48,0,0,4,0,48,48,0,0,0,0,0,0,0,0
8,8,25,16,97,56,28,5,8,28,33,5,10,7,6,2,8,6,7,5,6,0,5,5,7,5,6,7
2,2,34,4,48,39,7,0,2,17,7,0,3,0,1,3,2,5,4,5,1,0,3,7,2,4,6,2
5,5,4,10,13,6,2,0,5,4,2,0,2,0,0,1,5,0,2,0,0,0,0,0,1,0,1,1
9,9,9,18,64,38,17,0,9,0,17,0,0,3,8,4,9,0,0,0,6,4,6,9,0,7,4,4
6,6,18,12,56,28,22,0,6,18,22,0,15,1,2,7,6,1,1,1,2,0,4,4,4,3,1,4
4,4,55,8,165,117,42,2,4,38,44,2,9,12,9,14,4,9,12,8,10,0,12,8,11,17,12,16
4,4,55,8,112,72,36,0,4,72,36,0,0,36,0,0,4,0,36,36,0,0,0,0,0,0,0,0
11,11,27,22,212,130,57,14,11,56,71,14,16,18,11,9,11,14,17,9,11,0,12,12,17,19,12,10
6,6,10,12,26,11,9,0,6,6,9,0,2,6,0,1,6,0,4,0,1,0,1,1,2,1,1,0
8,8,15,16,70,47,14,1,8,17,15,1,2,5,6,3,8,3,6,6,5,0,1,6,4,6,5,3
6,6,19,12,58,27,24,1,6,20,25,1,17,0,3,8,6,0,3,0,3,0,4,2,1,4,2,4
4,4,44,8,143,108,29,2,4,44,31,2,15,3,5,15,4,11,8,10,15,0,6,12,12,8,12,5
3,3,49,6,113,80,26,4,3,37,30,4,7,9,3,10,3,4,15,11,6,0,7,6,8,8,5,7
10,10,22,20,151,81,51,9,10,44,60,9,16,13,11,10,10,13,12,3,5,0,11,8,9,5,10,6
10,10,14,20,102,62,22,8,10,31,30,8,10,5,1,4,10,4,7,10,6,0,6,7,8,3,5,8
11,11,26,22,217,149,51,6,11,53,57,6,11,14,16,15,11,17,8,17,18,0,10,16,16,16,11,15
8,8,20,16,116,66,40,2,8,30,42,2,9,14,13,9,8,6,7,8,5,0,4,7,9,7,2,6
12,12,20,24,215,181,19,3,12,166,22,3,17,1,1,5,12,44,59,46,5,0,0,9,2,3,5,3
6,6,21,12,117,102,9,0,6,95,9,0,8,0,0,3,6,31,26,30,2,0,1,3,4,2,1,0
8,8,25,16,93,61,15,9,8,18,24,9,3,4,4,7,8,7,2,6,7,0,4,6,8,10,5,3
2,2,5,4,7,3,2,0,2,1,2,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1
7,7,13,14,68,41,17,3,7,17,20,3,6,2,4,4,7,3,7,1,3,0,5,5,7,4,2,5
12,12,16,24,155,106,37,0,12,0,37,0,0,16,11,16,12,0,0,0,12,13,10,17,0,18,12,18
10,10,17,20,127,79,33,5,10,37,38,5,13,8,5,4,10,7,9,8,6,0,7,7,12,13,5,8
8,8,35,16,208,137,54,9,8,57,63,9,16,14,13,9,8,14,14,13,16,0,11,13,17,17,13,11
2,2,55,4,94,76,16,0,2,22,16,0,6,2,5,11,2,4,5,7,7,0,3,9,8,10,6,9
5,5,34,10,152,132,12,3,5,117,15,3,11,1,0,5,5,37,35,34,5,0,0,3,4,1,5,3
9,9,40,18,209,64,121,15,9,59,136,15,38,21,29,5,9,10,4,7,5,0,33,6,5,7,7,8
7,7,45,14,210,111,79,13,7,56,92,13,24,22,18,15,7,12,12,8,8,0,15,9,10,16,12,9
5,5,16,10,64,44,14,1,5,18,15,1,3,5,1,1,5,6,4,5,5,0,5,5,2,3,6,7
3,3,23,6,54,36,15,0,3,0,15,0,0,8,4,7,3,0,0,0,5,4,3,5,0,6,3,6
5,5,47,10,183,129,46,3,5,47,49,3,17,11,12,15,5,12,11,7,17,0,6,14,13,11,16,13
5,5,13,10,48,29,11,3,5,6,14,3,3,5,2,1,5,0,1,2,1,0,1,4,3,4,8,5
10,10,29,20,216,143,57,6,10,50,63,6,13,17,13,21,10,12,13,12,17,0,14,10,18,18,10,12
2,2,48,4,83,68,13,0,2,23,13,0,3,2,2,7,2,4,5,11,5,0,6,6,6,7,10,7
12,12,28,24,220,110,80,18,12,56,98,18,20,17,21,9,12,15,12,9,10,0,22,10,9,14,13,9
3,3,17,6,32,21,8,0,3,5,8,0,2,1,3,3,3,2,1,0,0,0,2,2,5,5,1,2
9,9,32,18,213,138,57,9,9,64,66,9,17,13,12,13,9,15,15,17,13,0,15,12,12,14,9,18
5,5,19,10,72,47,17,3,5,24,20,3,4,6,3,5,5,6,6,8,3,0,4,5,3,5,4,2
